M1,qin,qout,z_triple,merger_flag
239126772.95762497,0.5420331691088303,0.0349161824000369,1.0836996652322584,No
212213535.2499537,0.6961889366105478,0.0190555974167892,0.2293008588056081,No
82395024.90491791,0.6206347998406093,0.0321729448522139,0.0537988102740907,No
46252446.34538654,0.1940142783271488,0.0438158737178811,1.9329917663806508,Tr-13
37420967.792851835,0.4101262250572298,0.1554861557754461,3.837139572937856,No
228745061.55392843,0.3695374249673422,0.1344429788179193,1.1018406655542785,No
11107253.253423044,0.4901633597303228,0.3949913347861151,0.9085377717398156,Tr-ej
46490287.29021308,0.561058491202251,0.6412684684966727,1.5281229070521083,No
18287821.293313295,0.3052349995661419,0.0928593525051459,3.2690263397852077,No
60199795.06941427,0.0653657697028131,0.0484506568240845,0.5736054094251852,No
33782047.92870719,0.751373075013056,0.0559022669178797,1.617077754527757,No
84061133.31192471,0.7345421491876587,0.0127337625025565,2.6717189226535765,No
15187787.783087786,0.9238501041444716,0.7659977741382076,0.5966398333562163,No
7106758.655807678,0.5959899785024708,0.137922918210773,0.444253143787887,No
620606130.9596993,0.265185282190803,0.0996127914463261,0.9196387216347988,No
4931826.221875077,0.7518648895904606,0.3418213135797275,0.612335932067241,No
46082988.97420846,0.2542997030699064,0.0687261390604501,2.9144849209730626,Tr-12
14053044.707368158,0.7720295497922911,0.133420579933282,0.8259918220688938,No
273583517.98362607,0.1967094883824837,0.009242273093972,0.126054550102657,No
45026998.506065734,0.2950852434054758,0.0927035365797234,0.0107922384197837,No
916255285.4651868,0.0441975915138969,0.0104720275828085,1.145081814756602,No
48407220.52822879,0.3277646503854112,0.0305508606576392,0.544574550482988,No
50020749.3870999,0.1638135319075951,0.1147350678368792,0.0633107803939432,No
9537330.418890968,0.6493819547564006,0.2797060761710463,1.3574257253161015,No
245560904.94908345,0.2127486742830846,0.4146388449140742,2.5831555064094065,No
26167518.78112521,0.4144208731709178,0.0957316769042476,1.4466940442106735,No
16316328.697269617,0.8548743437175268,0.0474238364918569,0.4123452905510963,No
221837435.62402123,0.325202448194656,0.0063883723064587,2.2481383533659027,No
52784358.88256306,0.3432812732728653,0.0291223558722567,0.314634441525092,No
533633837.2567812,0.1742418169975913,0.0557951177062465,2.5055779015125923,No
23473073.526674304,0.9654266138273192,0.1408404230433016,1.5401101759090456,No
72802694.00569883,0.0992482982391259,0.9240656817480116,1.0525172743014997,No
40819666.82854566,0.3413230081283511,0.0381846663779174,2.1942846561801637,No
46466870.63375133,0.3717642908784431,0.494771361228318,1.904836632987735,No
484550610.7289191,0.0589175396808253,0.1246401478984526,2.689814699106521,No
159204085.3679037,0.0444735496495466,0.0208256261795574,1.1040256019536558,No
17006622.58140882,0.0730852241653112,0.1753196124965957,1.6952315604428871,No
2519583.334104012,0.7332003018992275,1.5470434827850834,0.7188484210271159,Tr-12
488475782.01057136,0.0391872667717857,0.0032351057014734,2.1779427648884453,Tr-ej
81226553.96523951,0.1037182969448561,0.0465357371398883,0.4291563074996384,No
33516434.405643865,0.1979711048045398,0.3980661498415572,1.3240099619343444,No
114183755.80968235,0.3293375855923303,0.0967031836169555,0.5179458142029844,No
3723106.322260145,0.8027650236163908,0.3681168373683241,2.7089096378246142,Tr-12
1138544998.0708416,0.0578872142470105,0.0324035058348051,1.6175443116820587,No
9080886.39304501,0.948930289664642,0.0799836316807214,0.7903431303363008,No
39449947.9939818,0.1325111875667562,0.3431090543285138,1.701306515467513,No
10171737.938509995,0.2591545154397013,0.9361041138173885,2.8925821772311395,Tr-12
23406181.964221224,0.4517762936773329,0.0656468611833142,1.587306911746457,No
47033012.53612031,0.1563425524976726,0.4674602407876906,1.4509467381923575,No
451212472.84930754,0.0939806325080666,0.0030891804033255,2.8188532187934894,Tr-12
3706653.412795036,0.492733407065329,0.4735860097217446,1.8355554382364596,Tr-12
27524460.86926814,0.1984282299582385,0.069071982986857,2.758957833170775,No
6467173.293151576,0.3046124931715154,0.3309523488938857,1.2958100682955056,Tr-12
350701039.19290274,0.5403932476168108,0.0183298197284097,2.48151707598385,No
9478601.286457524,0.8960838627111943,0.5371406899385281,1.5050403095803446,Tr-12
12054003.928250104,0.1685299442525844,0.0763874984751656,2.3495581191579995,No
36143932.47901585,0.5761516815959398,0.427311205057132,0.6821390261749687,No
19351165.41881302,0.6234587238778383,0.0956371789018817,1.1058953017517728,No
42383306.18482861,0.5089907937734605,0.0448996856016199,2.618513022001488,No
96943239.17589258,0.2942493958029819,0.7027984453835724,2.534691069530824,Tr-23
31274529.153906256,0.1760730018700641,1.62425873305124,2.6739969846663043,Tr-12
38694315.610389985,0.5382355397888048,0.1276007271825018,2.007563645984211,No
1192874432.0396836,0.4306702666952834,0.0573090588362553,0.8886378754043883,No
96736084.56838462,0.6582060345346559,0.208820743442427,0.6786450337196802,No
60939493.3261903,0.0764005651302447,0.1073301466895274,1.3919608998135546,Tr-13
94371553.90552148,0.7527045897605269,0.1523394574175824,1.4041493432377117,No
11696071.030608568,0.2831698614683204,0.2792947165241086,0.231257647163541,No
1344051818.2526722,0.2937650993842927,0.0694362781125974,1.8065928773746671,No
24384669.55269082,0.4734185935510935,0.063561700143075,2.5633894729626285,No
7469302.5101100365,0.6803944358929737,0.9060527515644112,0.9727227952816022,No
30012160.119579524,0.3441744352617314,0.1921077549641133,2.080885666959122,Tr-12
26165553.274834596,0.8179892604333323,0.2144329712254054,1.480391814573594,No
718856512.7739446,0.5331220775278601,0.0115015622886078,1.1019697759214395,No
24490203.84074958,0.3937778508535739,0.2436440713221895,2.1306571684973377,No
45275175.468741275,0.9142097480373093,0.0355191041944189,0.1455954442691842,No
175178491.25261724,0.0776553630614258,0.0213566818612628,1.6621114827030192,No
8557338.960549328,0.725611230883349,0.4927155056352655,0.6493397977170284,No
12710333.63689623,0.7840443241311221,0.1797056705388734,2.6931069786259627,No
10424209.437011238,0.6052426962075187,0.3328204823571344,2.6551886735535395,Tr-12
133521591.38861924,0.0320737555701305,0.1844483213094414,2.439033453883877,No
427302867.0557072,0.3426783158645176,1.0522639632102888,2.0036886831160596,No
53246299.369104356,0.534291722095831,0.0178661442780016,2.255429842215704,No
53628095.42674983,0.1444236859250019,0.4353811696545086,2.2955429857139533,No
47285585.77684284,0.2010895702142278,0.457772221527691,1.870586516332268,No
24625922.855771877,0.3059605466647664,1.265740008919228,2.2618232210040885,No
17842913.478513785,0.531507117749393,0.1711691159658276,1.438104420349829,No
8926283.527931383,0.8235853020548696,0.25596440722324,2.036081123980915,Tr-12
120024850.61673994,0.3102890373095957,0.1273501340869895,0.8741318779258853,No
20929618.62517995,0.2481117498942893,0.6535331626412694,0.1993204881092997,No
30128960.297019936,0.2625675214261552,0.4306293862923697,1.989475534768606,No
10726163.431577072,0.5377191093047413,0.4242081428485334,0.8249538917003887,No
38840209.63066427,0.8315586073544107,0.2138769285433396,1.1769874157354268,No
7139048.019098142,0.8567638369449724,0.1895580556763717,1.724617639067736,No
23586367.97500453,0.612789504754099,0.4306293862923697,2.0803806417428636,No
47732650.157492906,0.2076423897653217,0.1183315514344696,0.8961926945791477,Tr-12
147380510.76695478,0.0515126570616858,0.7870121778013982,1.879279598872438,No
42070300.73251982,0.4621612119902561,0.1975830132230183,1.1626732578193872,Tr-ej
23053174.993438005,0.7560217914313503,0.0264059184009934,1.7785395809188806,No
27217565.44865294,0.2258350511917712,0.0720707032014777,2.008726021351815,No
6313327.7212770125,0.3407965963332769,0.173363753030087,1.9643540640639952,No
14806701.13130001,0.3043334919963924,0.0937663139783681,0.0823520453738687,No
6848271.04480887,0.5338777910000992,0.3275965554999797,1.2643217510789777,Tr-ej
34865219.08454175,0.1675478302529094,0.7900516638119591,2.3324586430326497,No
19130044.91639637,0.3235078277152183,2.0257155196105376,0.7859270568645031,No
42727807.225853495,0.4417482193975372,0.6760624417950633,0.3558283854033155,No
126230286.7716197,0.9606829359712932,0.0462696655000286,1.3606564097600835,No
73481063.8096557,0.1485636566884624,0.0600264833360254,0.5315367505185815,No
359205439.24165297,0.5972205073333083,1.0522639632102888,1.9743000315068224,No
15874093.03578059,0.6111922826118578,0.0687585364499472,0.0080010252651618,No
577921635.1811203,0.0880673083216419,0.2271063346423707,1.7762396112560863,Tr-ej
11401881.091063892,0.3572031314534369,0.9542551434287077,0.9624217143908298,No
12133659.403018115,0.3835822134108179,0.0715271269306897,0.1926719388763107,No
68628413.08046658,0.9869708266872688,0.4210895178271292,0.2511125475493839,No
23733124.78682528,0.5877326192361718,0.1170998534061403,0.0659147365771733,No
23967329.2105719,0.1229228391708695,0.1322624217130013,0.1944074936755492,No
34450605.18957598,0.6454864902979973,0.5978251611965872,2.308706855601733,Tr-ej
37205761.030992374,0.3144188055078972,0.0722349340565528,0.5514251234083475,No
11813563.619266242,0.4825673973440165,1.3616728015696704,0.5902734611938928,No
202973089.35670477,0.7080225877297309,0.0124203623375399,1.4624679959227098,No
87759110.41956615,0.0414323484402337,0.100572859777537,0.3649880118159218,No
376878615.8773488,0.7291852702461128,0.0131848133040476,1.3654691084482715,No
131267354.47727711,0.1887432184159579,0.0243801359578476,0.9933522785082588,No
66816675.85199248,0.0864835058068529,0.0770571297792348,0.7202387381706331,No
221011525.60459897,0.279665808849604,2.5568297642658093,1.4862096413532702,Tr-12
8495155.346215436,0.1955908448823374,0.7533953353112076,1.2257929167813566,No
86389654.9949086,0.3676654940330662,0.337464154281415,1.240143847636712,No
23172093.31464155,0.4599097333666279,0.8649696928992394,1.3709626236297818,Tr-ej
33479873.1616177,0.1633923987333867,0.7946305201410181,1.4057422448958066,No
6991760.960875776,0.3846811598501717,0.2233421828475879,1.9300756361192664,Tr-ej
105316354.92411011,0.01934857646304,0.0130482925196793,1.7839736110394837,Tr-13
15007023.25550592,0.4178450735116258,23.462116004511515,1.9381288206226903,No
275534199.53432196,0.3654229874350582,7.15880696615812,1.4689382619898386,No
9297483.814783834,0.878845669127776,0.4716603666219566,1.5832450078423737,No
59164078.49004124,0.0394688997629112,0.2743330955036333,1.053410882794514,No
6847430.216484772,0.7440195806128713,1.198104569723058,2.2472612581944067,No
150125480.17388353,0.8908490196252777,0.3207478739369685,2.1610274692889098,No
7623784.348486637,0.5874049881876535,0.5969332438432546,2.144430033353207,No
36703869.76415673,0.8076856487262992,0.8730063608112388,0.8942658152292823,No
10621728.525324311,0.3002565549320292,0.1829863013980326,0.201125336810906,No
67093954.576120466,0.2122101074141152,0.0264762626430168,1.5879751992796698,No
19977757.525595695,0.4901288045093365,0.1484232418586236,2.2222741504206445,No
15305472.447933286,0.7003780017021743,0.4459281610292954,1.591182783042924,No
43249999.50069522,0.1512413694580844,0.0658070808877633,1.262777237927027,No
2707201.853060087,0.7042378803443438,0.2670857674006316,2.051439705451508,No
19809742.168112144,0.1865925228978677,3.6369402894908536,0.6619981713579196,No
9464698.27927284,0.8771890696246414,0.1421701287594811,0.3657957226819018,No
146730841.79459444,0.0095600300977455,0.270066240401852,1.9879766183255552,Tr-12
78466882.0393073,0.0538776295852553,0.1307757297258312,1.2449341674417032,No
23563212.27991549,0.413138064410387,0.8690935143802667,1.0555843646319367,Tr-23
78868294.70283875,0.1873386285393981,0.0933657848645451,0.5831494480515859,No
38849008.39116371,0.7314501647491126,0.1287071420579412,2.088100145896328,Tr-ej
113227535.7670304,0.2618541024359208,0.205057893952194,1.595921376321646,No
70980339.3288061,0.1877485797515809,0.05178441491942,0.6128975352865405,No
17098065.54739233,0.9815191178770016,2.6034402544983593,1.6253132484729658,No
43446551.33914514,0.2794974539482636,0.2087207638938559,1.1014809458399983,Tr-13
22502296.442289107,0.3497330845588058,0.0693224800475026,0.1917610495130128,No
49948749.85820474,0.2004398883828918,0.0741407280572745,0.5807858094913484,Tr-12
17052586.865873195,0.9641116625957769,0.9418473514173544,0.3091504273310773,Tr-23
210530261.698474,0.7689180550703624,0.1091445348992392,1.7327262780503787,No
42007278.32698979,0.1244375484282057,3.6228542224092832,1.1689487143640844,No
18704173.99630703,0.7357587029189324,0.1782716902566614,1.8437249265825657,No
16048063.19891314,0.7913247072591761,0.8569113964068543,1.2982085798265577,Tr-12
13610548.962594554,0.9534214109072202,0.1322503458331775,0.3851882872173902,No
115615591.40175298,0.1378703946606084,3.457254006256301,0.9698279127337204,No
19682037.247381497,0.6643691501836275,0.7001378497177984,0.6009474196981928,No
20198037.109054137,0.3068667595296692,2.2533569322803464,2.113383575998357,No
10627551.016785547,0.6015865497787745,0.837939981478855,0.2059259187901695,No
89519576.0167523,0.0640320988645421,0.0707602147379657,0.4581983573642177,No
22673324.736834288,0.4216035683877889,0.4149574419342332,0.2251729294328158,Tr-12
206013320.60109103,0.1766074624093389,0.0067313032372962,1.6400678105843285,No
6988094.186116647,0.7991239577445561,0.2168410019393175,0.7025376778278523,Tr-13
43021071.60953367,0.0400443625407009,17.746453394268304,1.4898742152317268,No
16530274.930269836,0.5575261916023299,3.1544829792397464,1.373608586873762,No
34447932.354538076,0.3808867933601517,0.2144329712254054,1.4806832178949756,No
46583444.91354645,0.0683510889718018,0.1688472809137522,1.7974160263099666,No
4356857.082576529,0.6568747920275387,0.5322316032985018,1.7632029614973683,Tr-23
5463719.830210103,0.6972292961850862,0.2691715184387757,0.1804703088668887,No
8483399.386460185,0.6101292398937042,0.1145050706670617,0.0966651934399106,No
16091267.79795621,0.6218518438261522,0.2669994885244474,1.170714813210714,No
139622559.12025303,0.0563196871149473,0.0376131560450987,0.4479215957395195,No
764500007.208916,0.028512598470866,0.1221284119353172,1.855193854555612,Tr-12
10716820.377116872,0.6911887896241452,0.1818305754042873,0.7757017810314344,No
70097496.16237023,0.9724863029122564,0.0734220753345027,1.2619068045710504,No
4233191.765131321,0.496908069083977,1.9249410625767531,1.2904542825302618,Tr-12
48562001.305308715,0.5691128493408032,0.020275176014998,0.7562913527728525,No
595006377.1452754,0.0158378342524968,0.0175728365186951,0.8770997972288438,No
86037138.39436759,0.0595393649098739,0.1489355172870372,1.199089665986869,No
35233541.46529852,0.6200211549676884,0.5470399745245748,1.6876890634901158,Tr-12
16366194.1982789,0.5128734796830777,0.1977345981349147,0.7075537939930987,No
17431963.593897257,0.965053925712838,0.5280464296818322,0.2107958350621856,Tr-ej
68881717.40921704,0.4250649935255324,0.1409995978346724,0.9692361515318044,No
59418133.16261276,0.2832369060577528,0.178493766552067,0.2971385979016802,No
44716151.89464441,0.3640096295213353,0.5322429688955113,0.5097687569773202,No
32943493.197502933,0.3730703707350624,0.7531675770703837,0.3640583141964535,Tr-23
216183571.3790202,0.3214865384466547,0.0510480611986221,0.2590145317653368,No
10322164.32045051,0.9586019597907902,0.2592203413640514,1.6954472499735405,No
8609887.549909642,0.2236441561610931,0.2923717676553244,1.3530701324608705,No
4750504.737619964,0.7362140482998949,0.4734274065809952,1.9588159287344504,No
223582768.99342412,0.0265991940024135,0.9992142888076369,0.5439033835438388,No
24701955.729906585,0.3802318783457175,0.6892409702785552,0.8641097155397743,No
22352677.36486154,0.9240954382822136,5.548500846895213,1.4542090995997166,No
123891314.1612208,0.3079547861661291,0.013263519493835,0.6538049291151904,No
